id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E
285,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,285. 中国古代常用(   )等词来指称军事思想。,多选,A|C|D,"285. 中国古代常用(   )等词来指称军事思想。
A、韬略
B、战术
C、兵法
D、兵略
正确答案：ACD",A. 韬略,B. 战术,C. 兵法,D. 兵略 正确答案：ACD,
286,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,286. 中国古代兵家所推崇的战争观念包括(   )。,多选,A|B|C,"286. 中国古代兵家所推崇的战争观念包括(   )。
A、慎战
B、备战
C、重战
D、好战
正确答案：ABC",A. 慎战,B. 备战,C. 重战,D. 好战 正确答案：ABC,
287,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,287. 对《孙子兵法》的地位评价正确的有(   )。,多选,A|B|D,"287. 对《孙子兵法》的地位评价正确的有(   )。
A、被推崇为“兵学圣典”,在世界军事史上有突出地位
B、流传广泛,影响深远,在全世界久负盛名
C、是马克思主义军事科学重要理论的重要来源
D、是我国古代武学必读的武经七书之一
正确答案：ABD","A. 被推崇为“兵学圣典”,在世界军事史上有突出地位","B. 流传广泛,影响深远,在全世界久负盛名",C. 是马克思主义军事科学重要理论的重要来源,D. 是我国古代武学必读的武经七书之一 正确答案：ABD,
288,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,288. 对《孙子兵法》的内容评价正确的有(   )。,多选,A|B|C,"288. 对《孙子兵法》的内容评价正确的有(   )。
A、词约意丰,博大精深,揭示了战争的一般规律
B、在军事哲理方面,具有朴素的唯物论和辩证法思想
C、存有糟粕,夹有某些唯心论和形而上学的成分
D、是一部记载军事历史为主的军事著作
正确答案：ABC","A. 词约意丰,博大精深,揭示了战争的一般规律","B. 在军事哲理方面,具有朴素的唯物论和辩证法思想","C. 存有糟粕,夹有某些唯心论和形而上学的成分",D. 是一部记载军事历史为主的军事著作 正确答案：ABC,
289,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,289. 军事思想的主要特征包括(   )。,多选,A|B|C|D,"289. 军事思想的主要特征包括(   )。
A、鲜明的阶级性
B、强烈的时代性
C、明显的继承性
D、显著的实践性
正确答案：ABCD",A. 鲜明的阶级性,B. 强烈的时代性,C. 明显的继承性,D. 显著的实践性 正确答案：ABCD,
290,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,290. 以下出自《孙子兵法》的观点和主张的有(   )。,多选,A|B|C|D,"290. 以下出自《孙子兵法》的观点和主张的有(   )。
A、攻其无备，出其不意
B、知彼知己，百战不殆
C、致人而不致于人
D、不战而屈人之兵
正确答案：ABCD",A. 攻其无备，出其不意,B. 知彼知己，百战不殆,C. 致人而不致于人,D. 不战而屈人之兵 正确答案：ABCD,
291,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,291. 军事思想是关于(   )的基本问题的理性认识，是人们长期从事军事实践的经验总结和理论概括。,多选,A|B|C,"291. 军事思想是关于(   )的基本问题的理性认识，是人们长期从事军事实践的经验总结和理论概括。
A、战争
B、军队
C、国防
D、武器
正确答案：ABC",A. 战争,B. 军队,C. 国防,D. 武器 正确答案：ABC,
292,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,292. 军事思想揭示了(   )。,多选,A|B|C,"292. 军事思想揭示了(   )。
A、战争的本质
B、战争的基本规律
C、指导战争的规律
D、军队的建设过程
正确答案：ABC",A. 战争的本质,B. 战争的基本规律,C. 指导战争的规律,D. 军队的建设过程 正确答案：ABC,
293,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,293. 不同历史时期的军事思想各有特征，军事思想的这种特征往往最能反映一定时代的(   )。,多选,A|B|C|D,"293. 不同历史时期的军事思想各有特征，军事思想的这种特征往往最能反映一定时代的(   )。
A、经济状况
B、政治状况
C、意识形态状况
D、军事科技水平
正确答案：ABCD",A. 经济状况,B. 政治状况,C. 意识形态状况,D. 军事科技水平 正确答案：ABCD,
294,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,294. 奴隶社会战争的样式主要有(   )。,多选,A|B,"294. 奴隶社会战争的样式主要有(   )。
A、车战
B、步战
C、火炮战
D、坦克战
正确答案：AB",A. 车战,B. 步战,C. 火炮战,D. 坦克战 正确答案：AB,
295,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,295. 在中国古籍中对战争有多种称谓，如(   )。,多选,A|B|C|D,"295. 在中国古籍中对战争有多种称谓，如(   )。
A、“争”
B、“戎”
C、“兵革”
D、“兵甲”
正确答案：ABCD",A. “争”,B. “戎”,C. “兵革”,D. “兵甲” 正确答案：ABCD,
296,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,296. 明代著名军事家、抗倭名将戚继光所著的军事著作包括(   )。,多选,C|D,"296. 明代著名军事家、抗倭名将戚继光所著的军事著作包括(   )。
A、《武经七书》
B、《太白阴经》
C、《纪效新书》
D、《练兵纪实》
正确答案：CD",A. 《武经七书》,B. 《太白阴经》,C. 《纪效新书》,D. 《练兵纪实》 正确答案：CD,
297,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,297. 中国古代军事思想具有(   )特点。,多选,A|C|D,"297. 中国古代军事思想具有(   )特点。
A、历史悠久，内涵丰富
B、崇尚武力，乐于作战
C、注重谋略，力求智取
D、居安思危，未雨绸缪
正确答案：ACD",A. 历史悠久，内涵丰富,B. 崇尚武力，乐于作战,C. 注重谋略，力求智取,D. 居安思危，未雨绸缪 正确答案：ACD,
298,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,298. 中国古代提出的战争指导思想包括(   )。,多选,A|B|C|D,"298. 中国古代提出的战争指导思想包括(   )。
A、先发制人
B、兵贵胜，不贵久
C、攻其无备，出其不意
D、集中兵力，各个击破
正确答案：ABCD",A. 先发制人,B. 兵贵胜，不贵久,C. 攻其无备，出其不意,D. 集中兵力，各个击破 正确答案：ABCD,
299,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,299. 春秋战国时期，中国古代军事思想进一步发展并走向成熟，主要体现出(   )等特征。,多选,A|B|C,"299. 春秋战国时期，中国古代军事思想进一步发展并走向成熟，主要体现出(   )等特征。
A、形成了更加完整的战争观
B、提出了更加普遍的战争指导原则
C、总结出更加系统的治军之道
D、形成了冷热兵器并用的军事思想
正确答案：ABC",A. 形成了更加完整的战争观,B. 提出了更加普遍的战争指导原则,C. 总结出更加系统的治军之道,D. 形成了冷热兵器并用的军事思想 正确答案：ABC,
300,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,300. 中国古代军事思想发展成熟阶段的代表作有(   )。,多选,B|C,"300. 中国古代军事思想发展成熟阶段的代表作有(   )。
A、《军志》
B、《司马法》
C、《六韬》
D、《太白阴经》
正确答案：BC",A. 《军志》,B. 《司马法》,C. 《六韬》,D. 《太白阴经》 正确答案：BC,
301,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,"301. 中国传统的战争观形成很早,带有明显的和平主义特征,强调(   )的观念。",多选,A|C,"301. 中国传统的战争观形成很早,带有明显的和平主义特征,强调(   )的观念。
A、以道德立国
B、以兵立国
C、以仁义化育天下
D、以武力强制天下
正确答案：AC",A. 以道德立国,B. 以兵立国,C. 以仁义化育天下,D. 以武力强制天下 正确答案：AC,
302,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,302. 不属于《武经七书》的军事著作有(   )。,多选,A|B|C,"302. 不属于《武经七书》的军事著作有(   )。
A、《虎钤经》
B、《太白阴经》
C、《管子》
D、《六韬》
正确答案：ABC",A. 《虎钤经》,B. 《太白阴经》,C. 《管子》,D. 《六韬》 正确答案：ABC,
303,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,303. 在治军问题上，中国古代军事家非常重视(   )。,多选,A|B|C,"303. 在治军问题上，中国古代军事家非常重视(   )。
A、将帅修养
B、以治为胜
C、教戒为先
D、奇正互变
正确答案：ABC",A. 将帅修养,B. 以治为胜,C. 教戒为先,D. 奇正互变 正确答案：ABC,
304,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,304. 中国古代海防思想的代表作有(   )。,多选,A|B|D,"304. 中国古代海防思想的代表作有(   )。
A、《筹海图编》
B、《海防图论》
C、《海国图志》
D、《江南经略》
正确答案：ABD",A. 《筹海图编》,B. 《海防图论》,C. 《海国图志》,D. 《江南经略》 正确答案：ABD,
305,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,305. 《孙子兵法》是中国乃至世界最宝贵的文化遗产之一，它之所以具有极大的时间跨度，经久不衰，与它反映的朴素唯物论和原始辩证法思想是分不开的。具体体现在(   )等论述。,多选,A|B|C|D,"305. 《孙子兵法》是中国乃至世界最宝贵的文化遗产之一，它之所以具有极大的时间跨度，经久不衰，与它反映的朴素唯物论和原始辩证法思想是分不开的。具体体现在(   )等论述。
A、先知者，不可取于鬼神，不可象于事，不可验于度，必取于人
B、昔之善战者，先为不可胜，以待敌之可胜
C、乱生于治，怯生于勇，弱生于强
D、军争之难者，以迂为直，以患为利
正确答案：ABCD",A. 先知者，不可取于鬼神，不可象于事，不可验于度，必取于人,B. 昔之善战者，先为不可胜，以待敌之可胜,C. 乱生于治，怯生于勇，弱生于强,D. 军争之难者，以迂为直，以患为利 正确答案：ABCD,
306,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,306. 外国近代资产阶级军事思想的代表人物有(   )。,多选,A|B|C|D,"306. 外国近代资产阶级军事思想的代表人物有(   )。
A、利德尔·哈特
B、克劳塞维茨
C、拿破仑
D、富勒
正确答案：ABCD",A. 利德尔·哈特,B. 克劳塞维茨,C. 拿破仑,D. 富勒 正确答案：ABCD,
307,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,307. 我军政治工作的三大原则包括(   )。,多选,A|B|C,"307. 我军政治工作的三大原则包括(   )。
A、官兵一致
B、军民一致
C、瓦解敌军和宽待俘虏
D、官兵平等
正确答案：ABC",A. 官兵一致,B. 军民一致,C. 瓦解敌军和宽待俘虏,D. 官兵平等 正确答案：ABC,
308,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,308. 毛泽东军事思想是毛泽东关于(   )一般规律问题的科学理论体系。,多选,A|B|C|D,"308. 毛泽东军事思想是毛泽东关于(   )一般规律问题的科学理论体系。
A、中国革命战争
B、人民军队
C、国防建设
D、军事领域
正确答案：ABCD",A. 中国革命战争,B. 人民军队,C. 国防建设,D. 军事领域 正确答案：ABCD,
309,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,309. 红军游击战原则“十六字诀”是指(   )。,多选,A|B|C|D,"309. 红军游击战原则“十六字诀”是指(   )。
A、敌进我退
B、敌驻我扰
C、敌疲我打
D、敌退我追
正确答案：ABCD",A. 敌进我退,B. 敌驻我扰,C. 敌疲我打,D. 敌退我追 正确答案：ABCD,
310,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,310. 人民战争思想基本精神的实质是(   )。,多选,A|B|D,"310. 人民战争思想基本精神的实质是(   )。
A、战争的目的为了人民
B、进行战争依靠人民
C、充分动员和武装人民
D、胜利果实属于人民
正确答案：ABD",A. 战争的目的为了人民,B. 进行战争依靠人民,C. 充分动员和武装人民,D. 胜利果实属于人民 正确答案：ABD,
311,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,311. 毛泽东指出：“战争是从有私有财产和有阶级以来就开始了的，用以解决(   )之间，在一定发展阶段上的矛盾的一种最高斗争形式。”,多选,A|B|C|D,"311. 毛泽东指出：“战争是从有私有财产和有阶级以来就开始了的，用以解决(   )之间，在一定发展阶段上的矛盾的一种最高斗争形式。”
A、阶级和阶级
B、民族和民族
C、国家和国家
D、政治集团和政治集团
正确答案：ABCD",A. 阶级和阶级,B. 民族和民族,C. 国家和国家,D. 政治集团和政治集团 正确答案：ABCD,
312,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,312. 中国革命战争中我军作战的基本形式是(   )。,多选,A|B|C,"312. 中国革命战争中我军作战的基本形式是(   )。
A、游击战
B、运动战
C、阵地战
D、持久战
正确答案：ABC",A. 游击战,B. 运动战,C. 阵地战,D. 持久战 正确答案：ABC,
313,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,313. 中国共产党在中国革命中战胜敌人的三大法宝是(   )。,多选,A|B|D,"313. 中国共产党在中国革命中战胜敌人的三大法宝是(   )。
A、统一战线
B、武装斗争
C、游击战争
D、党的建设
正确答案：ABD",A. 统一战线,B. 武装斗争,C. 游击战争,D. 党的建设 正确答案：ABD,
314,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,314. 1951年2月1日，人民解放军第一次颁布共同条令草案包括(   )。,多选,A|B|C,"314. 1951年2月1日，人民解放军第一次颁布共同条令草案包括(   )。
A、《内务条令》
B、《纪律条令》。
C、《队列条令》
D、《训练条令》
正确答案：ABC",A. 《内务条令》,B. 《纪律条令》。,C. 《队列条令》,D. 《训练条令》 正确答案：ABC,
315,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,315. 新中国成立初期进行了大规模的“三反”运动，主要内容是(   )。,多选,A|B|D,"315. 新中国成立初期进行了大规模的“三反”运动，主要内容是(   )。
A、反对贪污
B、反对浪费
C、反对行贿
D、反对官僚主义
正确答案：ABD",A. 反对贪污,B. 反对浪费,C. 反对行贿,D. 反对官僚主义 正确答案：ABD,
316,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,316. 毛泽东军事思想的主要内容主要包括(   )五个部分。,多选,A|B|C,"316. 毛泽东军事思想的主要内容主要包括(   )五个部分。
A、无产阶级的战争观和方法论、人民军队建设理论
B、人民战争思想、人民战争的战略战术
C、国防建设理论
D、积极防御理论
正确答案：ABC",A. 无产阶级的战争观和方法论、人民军队建设理论,B. 人民战争思想、人民战争的战略战术,C. 国防建设理论,D. 积极防御理论 正确答案：ABC,
317,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,317. 毛泽东为中国抗日红军大学题写的教育方针是(   )。,多选,A|C|D,"317. 毛泽东为中国抗日红军大学题写的教育方针是(   )。
A、坚定正确的政治方向
B、集中统一的领导地位
C、艰苦朴素的工作作风
D、灵活机动的战略战术
正确答案：ACD",A. 坚定正确的政治方向,B. 集中统一的领导地位,C. 艰苦朴素的工作作风,D. 灵活机动的战略战术 正确答案：ACD,
318,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,318. 毛泽东在西柏坡召开的中共七届二中全会上，提出全党同志务必继续地保持(   )的作风，务必继续地保持艰苦奋斗的作风。,多选,A|B|C|D,"318. 毛泽东在西柏坡召开的中共七届二中全会上，提出全党同志务必继续地保持(   )的作风，务必继续地保持艰苦奋斗的作风。
A、谦虚
B、谨慎
C、不骄
D、不躁
正确答案：ABCD",A. 谦虚,B. 谨慎,C. 不骄,D. 不躁 正确答案：ABCD,
319,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,319. 1927年底，毛泽东在领导创建井冈山农村革命根据地的斗争中，规定部队必须执行(   )三项任务。,多选,A|B|C,"319. 1927年底，毛泽东在领导创建井冈山农村革命根据地的斗争中，规定部队必须执行(   )三项任务。
A、打仗消灭敌人
B、打土豪筹款子
C、做群众工作
D、官长不打士兵
正确答案：ABC",A. 打仗消灭敌人,B. 打土豪筹款子,C. 做群众工作,D. 官长不打士兵 正确答案：ABC,
320,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,320. 1958年，遵照毛泽东的指示和总政治部的规定，全军各级干部纷纷下连当兵锻炼，同士兵实行(   )。,多选,A|B|C,"320. 1958年，遵照毛泽东的指示和总政治部的规定，全军各级干部纷纷下连当兵锻炼，同士兵实行(   )。
A、同吃、同住
B、同劳动、同操作
C、同娱乐
D、同学习
正确答案：ABC",A. 同吃、同住,B. 同劳动、同操作,C. 同娱乐,D. 同学习 正确答案：ABC,
321,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,321. 在七届二中全会上，毛泽东提出“两个务必”的内容是(   )。,多选,A|D,"321. 在七届二中全会上，毛泽东提出“两个务必”的内容是(   )。
A、务必使同志们继续地保持谦虚谨慎、不骄不躁的作风
B、务必使同志们继续保持批评与自我批评的作风
C、务必使同志们继续保持实事求是的作风
D、务必使同志们继续保持艰苦奋斗的作风
正确答案：AD",A. 务必使同志们继续地保持谦虚谨慎、不骄不躁的作风,B. 务必使同志们继续保持批评与自我批评的作风,C. 务必使同志们继续保持实事求是的作风,D. 务必使同志们继续保持艰苦奋斗的作风 正确答案：AD,
322,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,322. 建国初期，中共中央和中央军委确定的剿匪方针是(   )。,多选,A|B|C,"322. 建国初期，中共中央和中央军委确定的剿匪方针是(   )。
A、军事打击
B、政治争取
C、发动群众
D、政策优待
正确答案：ABC",A. 军事打击,B. 政治争取,C. 发动群众,D. 政策优待 正确答案：ABC,
323,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,323. 一般来说，游击战争是个战术问题。但是在抗日战争中，游击战争具有斩决地位，是因为它(   )。,多选,A|C,"323. 一般来说，游击战争是个战术问题。但是在抗日战争中，游击战争具有斩决地位，是因为它(   )。
A、主要是在外线单独作战，而不是在内线配合正规军作战
B、是抗日战争的主要作战方式，而不是次要作战方式
C、是大规模的，而不是小规模的
D、是进攻战，而不是防御战
正确答案：AC",A. 主要是在外线单独作战，而不是在内线配合正规军作战,B. 是抗日战争的主要作战方式，而不是次要作战方式,C. 是大规模的，而不是小规模的,D. 是进攻战，而不是防御战 正确答案：AC,
324,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,324. 中国革命战争实质上就是党领导下的农民战争，其主要原因是(   )。,多选,A|B|D,"324. 中国革命战争实质上就是党领导下的农民战争，其主要原因是(   )。
A、农民是中国革命的主要力量，是中国革命的最广大的动力
B、农民是中国革命军队的主要来源，人民武装力量绝大部分是穿着军装的农民
C、农民是无产阶级的先锋队
D、农民深受帝国主义、封建主义和官僚资本主义的压迫和剥削，具有强烈的反帝反封建的革命要求
正确答案：ABD",A. 农民是中国革命的主要力量，是中国革命的最广大的动力,B. 农民是中国革命军队的主要来源，人民武装力量绝大部分是穿着军装的农民,C. 农民是无产阶级的先锋队,D. 农民深受帝国主义、封建主义和官僚资本主义的压迫和剥削，具有强烈的反帝反封建的革命要求 正确答案：ABD,
325,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,325. 1953年底在北京召开的全国军事系统党的高级干部会议，对人民解放军的建设进行了总体规划和部署，明确要求全军做到“五统四性”，其中“四性”是指(   )。,多选,A|B|C|D,"325. 1953年底在北京召开的全国军事系统党的高级干部会议，对人民解放军的建设进行了总体规划和部署，明确要求全军做到“五统四性”，其中“四性”是指(   )。
A、组织性
B、计划性
C、准确性
D、纪律性
正确答案：ABCD",A. 组织性,B. 计划性,C. 准确性,D. 纪律性 正确答案：ABCD,
326,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,326. 邓小平新时期军队建设思想的基本内容有(   )。,多选,A|B|C,"326. 邓小平新时期军队建设思想的基本内容有(   )。
A、关于国防和军队建设总目标的论述
B、战争与和平理论发展
C、军事战略的调整与发展
D、确保打赢信息化条件下局部战争思想
正确答案：ABC",A. 关于国防和军队建设总目标的论述,B. 战争与和平理论发展,C. 军事战略的调整与发展,D. 确保打赢信息化条件下局部战争思想 正确答案：ABC,
327,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,327. 邓小平倡导的以和平方式解决国际争端的方式有(   )。,多选,A|B|C,"327. 邓小平倡导的以和平方式解决国际争端的方式有(   )。
A、实行一国两制
B、进行共同开发，消除对立
C、和平对话，制止冲突激化
D、搁置问题，拖延时间
正确答案：ABC",A. 实行一国两制,B. 进行共同开发，消除对立,C. 和平对话，制止冲突激化,D. 搁置问题，拖延时间 正确答案：ABC,
328,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,328. 哪些是邓小平国防与军队建设的根本内容(   )。,多选,A|C,"328. 哪些是邓小平国防与军队建设的根本内容(   )。
A、关于国防与军队建设的总目标的论述
B、关于战争观和方法论的论述
C、关于提出质量建军，走精兵之路的论述
D、关于人民军队的建军宗旨的论述
正确答案：AC",A. 关于国防与军队建设的总目标的论述,B. 关于战争观和方法论的论述,C. 关于提出质量建军，走精兵之路的论述,D. 关于人民军队的建军宗旨的论述 正确答案：AC,
329,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,329. 邓小平新时期国防建设的主要内容是(   )。,多选,A|B|C|D,"329. 邓小平新时期国防建设的主要内容是(   )。
A、坚持平战结合，寓战于平，寓军于民的国防模式
B、国防建设指导思想从长期以来的临战状态转变到和平与现代化建设轨道上来
C、正确处理国防建设与经济建设的关系
D、国防建设要与国家经济建设相协调
正确答案：ABCD",A. 坚持平战结合，寓战于平，寓军于民的国防模式,B. 国防建设指导思想从长期以来的临战状态转变到和平与现代化建设轨道上来,C. 正确处理国防建设与经济建设的关系,D. 国防建设要与国家经济建设相协调 正确答案：ABCD,
330,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,330. 军事思想是关于(   )的基本问题的理性认识，是人们长期从事军事实践的经验总结和理论概括。,多选,A|B|C,"330. 军事思想是关于(   )的基本问题的理性认识，是人们长期从事军事实践的经验总结和理论概括。
A、战争
B、军队
C、国防
D、文化
正确答案：ABC",A. 战争,B. 军队,C. 国防,D. 文化 正确答案：ABC,
331,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,331. 军事思想揭示(   )。,多选,A|B|C,"331. 军事思想揭示(   )。
A、战争的本质
B、战争的基本规律
C、指导战争的规律
D、军队的建设过程
正确答案：ABC",A. 战争的本质,B. 战争的基本规律,C. 指导战争的规律,D. 军队的建设过程 正确答案：ABC,
332,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,332. 军事思想在军事科学中居于重要地位，对军事实践具有(   )指导作用。,多选,B|C,"332. 军事思想在军事科学中居于重要地位，对军事实践具有(   )指导作用。
A、浅层次的
B、宏观的
C、根本的
D、微观的
正确答案：BC",A. 浅层次的,B. 宏观的,C. 根本的,D. 微观的 正确答案：BC,
333,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,333. 军事思想的特征为(   )。,多选,B|C|D,"333. 军事思想的特征为(   )。
A、正确的指导性
B、鲜明的阶级性
C、强烈的时代性
D、明显的继承性
正确答案：BCD",A. 正确的指导性,B. 鲜明的阶级性,C. 强烈的时代性,D. 明显的继承性 正确答案：BCD,
334,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,334. 不同时期的军事思想各有特征，军事思想的这种特征往往最能反映一定时代的(   )。,多选,A|B|C|D,"334. 不同时期的军事思想各有特征，军事思想的这种特征往往最能反映一定时代的(   )。
A、经济现状
B、政治现状
C、意识形态现状
D、军事科学水平
正确答案：ABCD",A. 经济现状,B. 政治现状,C. 意识形态现状,D. 军事科学水平 正确答案：ABCD,
335,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,335. 坚决抵制(   )等错误政治观点的影响。,多选,A|B,"335. 坚决抵制(   )等错误政治观点的影响。
A、军队非党化、非政治化
B、军队国家化
C、军队现代化
D、军队革命化
正确答案：AB",A. 军队非党化、非政治化,B. 军队国家化,C. 军队现代化,D. 军队革命化 正确答案：AB,
336,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,336. 邓小平指出：“我们这支军队是党领导下的军队，(   )”。,多选,A|B|C,"336. 邓小平指出：“我们这支军队是党领导下的军队，(   )”。
A、永远是国家的捍卫者
B、永远是社会主义的捍卫者
C、永远是人民利益的捍卫者
D、永远是自身利益是捍卫者
正确答案：ABC",A. 永远是国家的捍卫者,B. 永远是社会主义的捍卫者,C. 永远是人民利益的捍卫者,D. 永远是自身利益是捍卫者 正确答案：ABC,
337,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,337. 具体地说，“一国两制”就是，在坚持一个中国即中华人民共和国不可分割的前提下，大陆实行社会主义制度；(   )作为中华人民共和国不可分割的部分，可以成立特别行政区，保持其原有的资本主义制度和生活方式，并长期不变。,多选,A|B|C,"337. 具体地说，“一国两制”就是，在坚持一个中国即中华人民共和国不可分割的前提下，大陆实行社会主义制度；(   )作为中华人民共和国不可分割的部分，可以成立特别行政区，保持其原有的资本主义制度和生活方式，并长期不变。
A、台湾
B、香港
C、澳门
D、藏南
正确答案：ABC",A. 台湾,B. 香港,C. 澳门,D. 藏南 正确答案：ABC,
338,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,338. 邓小平新时期军队建设思想的科学含义是(   )。,多选,A|B|C|D,"338. 邓小平新时期军队建设思想的科学含义是(   )。
A、是马列主义军事理论同新时期中国军事相结合的产物
B、是毛泽东军事思想在新时期的继承和发展
C、是邓小平理论的重要组成部分
D、是社会主义时期军队建设的科学理论体系
正确答案：ABCD",A. 是马列主义军事理论同新时期中国军事相结合的产物,B. 是毛泽东军事思想在新时期的继承和发展,C. 是邓小平理论的重要组成部分,D. 是社会主义时期军队建设的科学理论体系 正确答案：ABCD,
339,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,339. 邓小平新时期军队建设思想的主要内容有(   )。,多选,A|B|C|D,"339. 邓小平新时期军队建设思想的主要内容有(   )。
A、战争与和平问题的理论
B、建设有中国特色的现代化国防
C、建设现代化和正规化革命军队
D、现代条件下人民战争思想
正确答案：ABCD",A. 战争与和平问题的理论,B. 建设有中国特色的现代化国防,C. 建设现代化和正规化革命军队,D. 现代条件下人民战争思想 正确答案：ABCD,
340,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,340. 邓小平战争与和平问题理论的主要内容有(   )。,多选,A|B|C|D,"340. 邓小平战争与和平问题理论的主要内容有(   )。
A、霸权主义是现代战争的主要根源
B、世界大战是可以避免的
C、和平与发展是当今世界的主题
D、“一国两制”“共同开发”的战略构想
正确答案：ABCD",A. 霸权主义是现代战争的主要根源,B. 世界大战是可以避免的,C. 和平与发展是当今世界的主题,D. “一国两制”“共同开发”的战略构想 正确答案：ABCD,
341,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,341. 20世纪80年代初期，邓小平指出(   )。,多选,A|C,"341. 20世纪80年代初期，邓小平指出(   )。
A、当今世界不安宁来源于霸权主义的争夺
B、当今世界不安宁来源于帝国主义的争夺
C、战争是同霸权主义联系在一起的
D、战争是同帝国主义联系在一起的
正确答案：AC",A. 当今世界不安宁来源于霸权主义的争夺,B. 当今世界不安宁来源于帝国主义的争夺,C. 战争是同霸权主义联系在一起的,D. 战争是同帝国主义联系在一起的 正确答案：AC,
342,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,342. 邓小平霸权主义是当代战争的根源理论内涵有(   )。,多选,A|B|C|D,"342. 邓小平霸权主义是当代战争的根源理论内涵有(   )。
A、任何社会制度的国家只要推行霸权主义，都可以成为战争的根源
B、霸权主义既有世界霸权主义，又有地区霸权主义，两者侵略扩张的本质相同
C、苏联解体，两霸相争消失，但决不意味着霸权主义消失
D、霸权主义在新的历史条件下，突出表现为在国际事务中的“强权政治”
正确答案：ABCD",A. 任何社会制度的国家只要推行霸权主义，都可以成为战争的根源,B. 霸权主义既有世界霸权主义，又有地区霸权主义，两者侵略扩张的本质相同,C. 苏联解体，两霸相争消失，但决不意味着霸权主义消失,D. 霸权主义在新的历史条件下，突出表现为在国际事务中的“强权政治” 正确答案：ABCD,
