id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D
612,1-单选1（国防法规）.docx,611. 我国的最高国家军事机关是（  ）。,单选,C,"611. 我国的最高国家军事机关是（  ）。
A、全国人民代表大会
B、国务院
C、中央军事委员会
正确答案：C",A. 全国人民代表大会,B. 国务院,C. 中央军事委员会 正确答案：C,
613,1-单选1（国防法规）.docx,612. 《中华人民共和国兵役法》于1984年5月31日通过，共（  ）章。,单选,C,"612. 《中华人民共和国兵役法》于1984年5月31日通过，共（  ）章。
A、10
B、11
C、12
正确答案：C",A. 10,B. 11,C. 12 正确答案：C,
614,1-单选1（国防法规）.docx,613. 2021年8月20日第十三届全国人民代表大会常务委员会第三十次会议对《中华人民共和国兵役法》进行了修订，这是《兵役法》的第（  ）次修订。,单选,B,"613. 2021年8月20日第十三届全国人民代表大会常务委员会第三十次会议对《中华人民共和国兵役法》进行了修订，这是《兵役法》的第（  ）次修订。
A、二
B、三
C、四
正确答案：B",A. 二,B. 三,C. 四 正确答案：B,
615,1-单选1（国防法规）.docx,614. 士兵遇到（   ）情况，经批准可提前退出现役。,单选,C,"614. 士兵遇到（   ）情况，经批准可提前退出现役。
A、考入地方高校的
B、家庭出现突发变故
C、因国家建设或军队编制调整需要
正确答案：C",A. 考入地方高校的,B. 家庭出现突发变故,C. 因国家建设或军队编制调整需要 正确答案：C,
616,1-单选1（国防法规）.docx,615. 修订后的《征兵工作条例》，自（  ）起施行。,单选,A,"615. 修订后的《征兵工作条例》，自（  ）起施行。
A、2023年5月1日
B、2023年1月1日
C、2023年8月1日
正确答案：A",A. 2023年5月1日,B. 2023年1月1日,C. 2023年8月1日 正确答案：A,
617,1-单选1（国防法规）.docx,616. 公民应征入伍需要满足基本身体条件，错误的是（   ）,单选,C,"616. 公民应征入伍需要满足基本身体条件，错误的是（   ）
A、身高：男性160cm以上，女性158cm以上
B、体重：男性不超过标准体重的30%，不低于标准体重的15%。
C、视力：激光手术后视力达到相应标准仍会认定不符合入伍条件
正确答案：C",A. 身高：男性160cm以上，女性158cm以上,B. 体重：男性不超过标准体重的30%，不低于标准体重的15%。,C. 视力：激光手术后视力达到相应标准仍会认定不符合入伍条件 正确答案：C,
618,1-单选1（国防法规）.docx,617. 招收军士应当志愿至少服现役满（  ）。,单选,A,"617. 招收军士应当志愿至少服现役满（  ）。
A、5年
B、7年
C、10年
正确答案：A",A. 5年,B. 7年,C. 10年 正确答案：A,
619,1-单选1（国防法规）.docx,618. 军士服现役满30年或者年满（  ）周岁或者符合国家规定的其他条件的，作退休安置。,单选,B,"618. 军士服现役满30年或者年满（  ）周岁或者符合国家规定的其他条件的，作退休安置。
A、50
B、55
C、60
正确答案：B",A. 50,B. 55,C. 60 正确答案：B,
620,1-单选1（国防法规）.docx,619. 违反《兵役法》规定，构成犯罪的，依法追究（  ）。,单选,A,"619. 违反《兵役法》规定，构成犯罪的，依法追究（  ）。
A、刑事责任
B、民事责任
C、行政责任
正确答案：A",A. 刑事责任,B. 民事责任,C. 行政责任 正确答案：A,
621,1-单选1（国防法规）.docx,620. 第三次修订的《兵役法》自（   ）起施行。,单选,B,"620. 第三次修订的《兵役法》自（   ）起施行。
A、2021年8月20日
B、2021年10月1日
C、2021年12月1日
正确答案：B",A. 2021年8月20日,B. 2021年10月1日,C. 2021年12月1日 正确答案：B,
622,1-单选1（国防法规）.docx,621. 《兵役法》同样适用于（  ）。,单选,A,"621. 《兵役法》同样适用于（  ）。
A、中国人民武装警察部队
B、民兵
C、人民警察
正确答案：A",A. 中国人民武装警察部队,B. 民兵,C. 人民警察 正确答案：A,
623,1-单选1（国防法规）.docx,622. 我国的全民国防教育日是在（   ）。,单选,B,"622. 我国的全民国防教育日是在（   ）。
A、每年9月第一周的星期六
B、每年9月第三周的星期六
C、每年8月第三周的星期六
正确答案：B",A. 每年9月第一周的星期六,B. 每年9月第三周的星期六,C. 每年8月第三周的星期六 正确答案：B,
624,1-单选1（国防法规）.docx,623. 组织和个人在兵役工作中作出突出贡献的，按照国家和军队有关规定予以（  ）。,单选,A,"623. 组织和个人在兵役工作中作出突出贡献的，按照国家和军队有关规定予以（  ）。
A、表彰和奖励
B、褒奖
C、表扬
正确答案：A",A. 表彰和奖励,B. 褒奖,C. 表扬 正确答案：A,
625,1-单选1（国防法规）.docx,624. 年满18岁男性青年小何，非常向往军旅生活，希望能参军历练，参加兵役登记后，依照入伍报名流程，下一步他需要（  ）。,单选,B,"624. 年满18岁男性青年小何，非常向往军旅生活，希望能参军历练，参加兵役登记后，依照入伍报名流程，下一步他需要（  ）。
A、参加初审初检
B、申请应征报名
C、参加体检考评
正确答案：B",A. 参加初审初检,B. 申请应征报名,C. 参加体检考评 正确答案：B,
626,1-单选1（国防法规）.docx,"625. 申请入伍的公民，体格检查和综合素质考评后,由县级兵役机关会同相关部门对其进行政治联审和走访调查。下列不参与此项工作的政府部门是（   ）。",单选,C,"625. 申请入伍的公民，体格检查和综合素质考评后,由县级兵役机关会同相关部门对其进行政治联审和走访调查。下列不参与此项工作的政府部门是（   ）。
A、公安机关
B、教育部门
C、村委会或居委会
正确答案：C",A. 公安机关,B. 教育部门,C. 村委会或居委会 正确答案：C,
627,1-单选1（国防法规）.docx,626. 根据《中华人民共和国兵役法》规定，有严重生理缺陷或者严重残疾不适合服兵役的公民，（  ）。,单选,A,"626. 根据《中华人民共和国兵役法》规定，有严重生理缺陷或者严重残疾不适合服兵役的公民，（  ）。
A、免服兵役
B、不服兵役
C、暂缓兵役
正确答案：A",A. 免服兵役,B. 不服兵役,C. 暂缓兵役 正确答案：A,
628,1-单选1（国防法规）.docx,627. 为了建设和巩固（   ），保障改革开放和社会主义现代化建设的顺利进行，实现中华民族伟大复兴，根据（   ），制定《国防法》。,单选,D,"627. 为了建设和巩固（   ），保障改革开放和社会主义现代化建设的顺利进行，实现中华民族伟大复兴，根据（   ），制定《国防法》。
A、国家  国情
B、国家  宪法
C、国防  国情
D、国防  宪法
正确答案：D
答案解析：为了建设和巩固国防，保障改革开放和社会主义现代化建设的顺利进行，实现中华民族伟大复兴，根据宪法，制定本法。",A. 国家  国情,B. 国家  宪法,C. 国防  国情,D. 国防  宪法 正确答案：D 答案解析：为了建设和巩固国防，保障改革开放和社会主义现代化建设的顺利进行，实现中华民族伟大复兴，根据宪法，制定本法。
629,1-单选1（国防法规）.docx,628. 下列哪一项不适用于《国防法》。（   ）,单选,C,"628. 下列哪一项不适用于《国防法》。（   ）
A、保卫国家主权、统一、领土完整、安全和发展利益等军事活动。
B、制止武装颠覆和分裂
C、生态环境保护
D、与军事有关的科技、教育等方面的活动
正确答案：C
答案解析：国家为防备和抵抗侵略，制止武装颠覆和分裂，保卫国家主权、统一、领土完整、安全和发展利益所进行的军事活动，以及与军事有关的政治、经济、外交、科技、教育等方面的活动，适用本法。",A. 保卫国家主权、统一、领土完整、安全和发展利益等军事活动。,B. 制止武装颠覆和分裂,C. 生态环境保护,D. 与军事有关的科技、教育等方面的活动 正确答案：C 答案解析：国家为防备和抵抗侵略，制止武装颠覆和分裂，保卫国家主权、统一、领土完整、安全和发展利益所进行的军事活动，以及与军事有关的政治、经济、外交、科技、教育等方面的活动，适用本法。
630,1-单选1（国防法规）.docx,629. （    ）是国家生存与发展的安全保障。,单选,B,"629. （    ）是国家生存与发展的安全保障。
A、经济
B、国防
C、教育
D、科技
正确答案：B
答案解析：国防是国家生存与发展的安全保障。",A. 经济,B. 国防,C. 教育,D. 科技 正确答案：B 答案解析：国防是国家生存与发展的安全保障。
631,1-单选1（国防法规）.docx,630. 巩固国防安全，国家要加强（  ）、（  ）、（  ）和其他重大安全领域防卫建设,单选,A,"630. 巩固国防安全，国家要加强（  ）、（  ）、（  ）和其他重大安全领域防卫建设
A、边防、海防、空防
B、经济、政治、文化
C、外交、教育、科技
D、资源、生态、军事
正确答案：A
答案解析：国家加强武装力量建设，加强边防、海防、空防和其他重大安全领域防卫建设。",A. 边防、海防、空防,B. 经济、政治、文化,C. 外交、教育、科技,D. 资源、生态、军事 正确答案：A 答案解析：国家加强武装力量建设，加强边防、海防、空防和其他重大安全领域防卫建设。
632,1-单选1（国防法规）.docx,631. （   ）对国防活动实行统一的领导。,单选,B,"631. （   ）对国防活动实行统一的领导。
A、中国共产党
B、国家
C、军队
D、国家主席
正确答案：B
答案解析：国家对国防活动实行统一的领导。",A. 中国共产党,B. 国家,C. 军队,D. 国家主席 正确答案：B 答案解析：国家对国防活动实行统一的领导。
633,1-单选1（国防法规）.docx,632. 中华人民共和国奉行（  ）国防政策。,单选,A,"632. 中华人民共和国奉行（  ）国防政策。
A、防御性
B、针对性
C、透明性
D、安全性
正确答案：A
答案解析：中华人民共和国奉行防御性国防政策。",A. 防御性,B. 针对性,C. 透明性,D. 安全性 正确答案：A 答案解析：中华人民共和国奉行防御性国防政策。
634,1-单选1（国防法规）.docx,633. 国家坚持（  ）建设和国防建设协调、平衡、兼容发展。,单选,C,"633. 国家坚持（  ）建设和国防建设协调、平衡、兼容发展。
A、政治
B、国家
C、经济
D、军事
正确答案：C
答案解析：国家坚持经济建设和国防建设协调、平衡、兼容发展。",A. 政治,B. 国家,C. 经济,D. 军事 正确答案：C 答案解析：国家坚持经济建设和国防建设协调、平衡、兼容发展。
635,1-单选1（国防法规）.docx,634. 我国坚持依法开展国防活动，加快国防和军队现代化，可以实现哪两者相统一？（  ）,单选,C,"634. 我国坚持依法开展国防活动，加快国防和军队现代化，可以实现哪两者相统一？（  ）
A、富国  和平
B、经济  和平
C、富国  强军
D、经济  军事
正确答案：C
答案解析：加快国防和军队现代化，实现富国和强军相统一。",A. 富国  和平,B. 经济  和平,C. 富国  强军,D. 经济  军事 正确答案：C 答案解析：加快国防和军队现代化，实现富国和强军相统一。
636,1-单选1（国防法规）.docx,635. 保卫祖国、抵抗侵略是中华人民共和国每一个（  ）的神圣职责。,单选,A,"635. 保卫祖国、抵抗侵略是中华人民共和国每一个（  ）的神圣职责。
A、公民
B、人民
C、公职人员
D、军人战士
正确答案：A
答案解析：保卫祖国、抵抗侵略是中华人民共和国每一个公民的神圣职责。中华人民共和国公民应当依法履行国防义务。",A. 公民,B. 人民,C. 公职人员,D. 军人战士 正确答案：A 答案解析：保卫祖国、抵抗侵略是中华人民共和国每一个公民的神圣职责。中华人民共和国公民应当依法履行国防义务。
637,1-单选1（国防法规）.docx,636. 《中华人民共和国国防法》属于（  ）。,单选,B,"636. 《中华人民共和国国防法》属于（  ）。
A、一般法
B、特别法
C、刑事法
D、普通法
正确答案：B
答案解析：国防法律属于特别法。",A. 一般法,B. 特别法,C. 刑事法,D. 普通法 正确答案：B 答案解析：国防法律属于特别法。
638,1-单选1（国防法规）.docx,637. 中国人民解放军和中国人民武装警察部队开展拥政爱民活动，巩固（    ）团结。,单选,B,"637. 中国人民解放军和中国人民武装警察部队开展拥政爱民活动，巩固（    ）团结。
A、中华民族
B、军政军民
C、世界人民
D、中国人民
正确答案：B
答案解析：中国人民解放军和中国人民武装警察部队开展拥政爱民活动，巩固军政军民团结。",A. 中华民族,B. 军政军民,C. 世界人民,D. 中国人民 正确答案：B 答案解析：中国人民解放军和中国人民武装警察部队开展拥政爱民活动，巩固军政军民团结。
639,1-单选1（国防法规）.docx,638. 中华人民共和国积极推进国际（    ）交流与合作，维护世界和平，反对侵略扩张行为。,单选,C,"638. 中华人民共和国积极推进国际（    ）交流与合作，维护世界和平，反对侵略扩张行为。
A、经济
B、政治
C、军事
D、文化
正确答案：C
答案解析：中华人民共和国积极推进国际军事交流与合作，维护世界和平，反对侵略扩张行为。",A. 经济,B. 政治,C. 军事,D. 文化 正确答案：C 答案解析：中华人民共和国积极推进国际军事交流与合作，维护世界和平，反对侵略扩张行为。
640,1-单选1（国防法规）.docx,639. 全国人民代表大会依照宪法规定，决定（   ）的问题，并行使宪法规定的国防方面的其他职权。,单选,A,"639. 全国人民代表大会依照宪法规定，决定（   ）的问题，并行使宪法规定的国防方面的其他职权。
A、战争和和平
B、军事和外交
C、经济和政策
D、社会和民生
正确答案：A
答案解析：全国人民代表大会依照宪法规定，决定战争和和平的问题。",A. 战争和和平,B. 军事和外交,C. 经济和政策,D. 社会和民生 正确答案：A 答案解析：全国人民代表大会依照宪法规定，决定战争和和平的问题。
641,1-单选1（国防法规）.docx,640. 全国人民代表大会常务委员会依照宪法规定，决定（   ）的宣布，决定全国总动员或者局部动员，并行使宪法规定的国防方面的其他职权。,单选,D,"640. 全国人民代表大会常务委员会依照宪法规定，决定（   ）的宣布，决定全国总动员或者局部动员，并行使宪法规定的国防方面的其他职权。
A、战争时间
B、战争地点
C、战争结果
D、战争状态
正确答案：D
答案解析：全国人民代表大会常务委员会依照宪法规定，决定战争状态的宣布，决定全国总动员或者局部动员，并行使宪法规定的国防方面的其他职权。",A. 战争时间,B. 战争地点,C. 战争结果,D. 战争状态 正确答案：D 答案解析：全国人民代表大会常务委员会依照宪法规定，决定战争状态的宣布，决定全国总动员或者局部动员，并行使宪法规定的国防方面的其他职权。
642,1-单选1（国防法规）.docx,641. （   ）领导全国武装力量。,单选,B,"641. （   ）领导全国武装力量。
A、中国共产党
B、中央军事委员会
C、国家主席
D、全国人民代表大会
正确答案：B
答案解析：中央军事委员会领导全国武装力量。",A. 中国共产党,B. 中央军事委员会,C. 国家主席,D. 全国人民代表大会 正确答案：B 答案解析：中央军事委员会领导全国武装力量。
643,1-单选1（国防法规）.docx,642. 中央军事委员会实行（   ）负责制。,单选,A,"642. 中央军事委员会实行（   ）负责制。
A、主席
B、委员会
C、总统
D、总理
正确答案：A
答案解析：中央军事委员会实行主席负责制。",A. 主席,B. 委员会,C. 总统,D. 总理 正确答案：A 答案解析：中央军事委员会实行主席负责制。
644,1-单选1（国防法规）.docx,643. 国务院领导和管理国防建设事业，不能行使下列哪项职权（  ）,单选,D,"643. 国务院领导和管理国防建设事业，不能行使下列哪项职权（  ）
A、领导和管理国防科研生产
B、管理国防经费和国防资产
C、领导和管理拥军优属工作和退役军人保障工作
D、宣布战争状态，发布动员令
正确答案：D
答案解析：中华人民共和国主席根据全国人民代表大会的决定和全国人民代表大会常务委员会的决定，宣布战争状态，发布动员令，并行使宪法规定的国防方面的其他职权。",A. 领导和管理国防科研生产,B. 管理国防经费和国防资产,C. 领导和管理拥军优属工作和退役军人保障工作,D. 宣布战争状态，发布动员令 正确答案：D 答案解析：中华人民共和国主席根据全国人民代表大会的决定和全国人民代表大会常务委员会的决定，宣布战争状态，发布动员令，并行使宪法规定的国防方面的其他职权。
645,1-单选1（国防法规）.docx,644. 下列职权中哪项不是中央军事委员会行使？（   ）,单选,A,"644. 下列职权中哪项不是中央军事委员会行使？（   ）
A、监督各国家机关是否依法履行职能
B、统一指挥全国武装力量
C、向全国人民代表大会或者全国人民代表大会常务委员会提出议案
D、决定军事战略和武装力量的作战方针
正确答案：A
答案解析：全国人民代表大会行使监督权，监督各国家机关依法履行职能；中央军事委员会领导全国武装力量。",A. 监督各国家机关是否依法履行职能,B. 统一指挥全国武装力量,C. 向全国人民代表大会或者全国人民代表大会常务委员会提出议案,D. 决定军事战略和武装力量的作战方针 正确答案：A 答案解析：全国人民代表大会行使监督权，监督各国家机关依法履行职能；中央军事委员会领导全国武装力量。
646,1-单选1（国防法规）.docx,645. （   ）和中央军事委员会建立协调机制，解决国防事务的重大问题。,单选,B,"645. （   ）和中央军事委员会建立协调机制，解决国防事务的重大问题。
A、主席
B、国务院
C、政协
D、全国人大
正确答案：B
答案解析：国务院和中央军事委员会建立协调机制，解决国防事务的重大问题。",A. 主席,B. 国务院,C. 政协,D. 全国人大 正确答案：B 答案解析：国务院和中央军事委员会建立协调机制，解决国防事务的重大问题。
647,1-单选1（国防法规）.docx,646. 地方各级人民政府和驻地军事机关根据需要召开（    ），协调解决本行政区域内有关国防事务的问题。,单选,A,"646. 地方各级人民政府和驻地军事机关根据需要召开（    ），协调解决本行政区域内有关国防事务的问题。
A、军地联席会议
B、行政军事会议
C、军民研讨会议
D、军事联合会议
正确答案：A
答案解析：地方各级人民政府和驻地军事机关根据需要召开军地联席会议，协调解决本行政区域内有关国防事务的问题。",A. 军地联席会议,B. 行政军事会议,C. 军民研讨会议,D. 军事联合会议 正确答案：A 答案解析：地方各级人民政府和驻地军事机关根据需要召开军地联席会议，协调解决本行政区域内有关国防事务的问题。
648,1-单选1（国防法规）.docx,647. 中华人民共和国的武装力量属于(    )。,单选,C,"647. 中华人民共和国的武装力量属于(    )。
A、主席
B、中国共产党
C、人民
D、政府
正确答案：C
答案解析：中华人民共和国的武装力量属于人民。",A. 主席,B. 中国共产党,C. 人民,D. 政府 正确答案：C 答案解析：中华人民共和国的武装力量属于人民。
649,1-单选1（国防法规）.docx,648. 中华人民共和国的武装力量受（   ）领导。,单选,B,"648. 中华人民共和国的武装力量受（   ）领导。
A、人民
B、中国共产党
C、政府
D、军队
正确答案：B
答案解析：中华人民共和国的武装力量受中国共产党领导。",A. 人民,B. 中国共产党,C. 政府,D. 军队 正确答案：B 答案解析：中华人民共和国的武装力量受中国共产党领导。
650,1-单选1（国防法规）.docx,649. 中华人民共和国的武装力量，由中国人民解放军、中国人民武装警察部队、（   ）组成。,单选,D,"649. 中华人民共和国的武装力量，由中国人民解放军、中国人民武装警察部队、（   ）组成。
A、特种兵
B、中国人民志愿军
C、步兵
D、民兵
正确答案：D
答案解析：中华人民共和国的武装力量，由中国人民解放军、中国人民武装警察部队、民兵组成。",A. 特种兵,B. 中国人民志愿军,C. 步兵,D. 民兵 正确答案：D 答案解析：中华人民共和国的武装力量，由中国人民解放军、中国人民武装警察部队、民兵组成。
651,1-单选1（国防法规）.docx,650. 中国人民解放军由现役部队和（   )部队组成。,单选,B,"650. 中国人民解放军由现役部队和（   )部队组成。
A、中国人民武装警察部队
B、预备役部队
C、战略支援部队
D、联勤保障部队
正确答案：B
答案解析：中国人民解放军由现役部队和预备役部队组成。",A. 中国人民武装警察部队,B. 预备役部队,C. 战略支援部队,D. 联勤保障部队 正确答案：B 答案解析：中国人民解放军由现役部队和预备役部队组成。
652,1-单选1（国防法规）.docx,651. 中华人民共和国的（   ）力量必须遵守宪法和法律。,单选,A,"651. 中华人民共和国的（   ）力量必须遵守宪法和法律。
A、武装
B、军事
C、科技
D、群众
正确答案：A
答案解析：中华人民共和国的武装力量必须遵守宪法和法律。",A. 武装,B. 军事,C. 科技,D. 群众 正确答案：A 答案解析：中华人民共和国的武装力量必须遵守宪法和法律。
653,1-单选1（国防法规）.docx,652. 中华人民共和国武装力量建设坚持走中国特色强军之路，坚持政治建军、（   ）强军、科技强军、人才强军、依法治军。,单选,A,"652. 中华人民共和国武装力量建设坚持走中国特色强军之路，坚持政治建军、（   ）强军、科技强军、人才强军、依法治军。
A、改革
B、经济
C、文化
D、政策
正确答案：A
答案解析：中华人民共和国武装力量建设坚持走中国特色强军之路，坚持政治建军、改革强军、科技强军、人才强军、依法治军。",A. 改革,B. 经济,C. 文化,D. 政策 正确答案：A 答案解析：中华人民共和国武装力量建设坚持走中国特色强军之路，坚持政治建军、改革强军、科技强军、人才强军、依法治军。
654,1-单选1（国防法规）.docx,653. 中华人民共和国武装力量的规模应当与保卫国家（   ）、安全、发展利益的需要相适应。,单选,C,"653. 中华人民共和国武装力量的规模应当与保卫国家（   ）、安全、发展利益的需要相适应。
A、领土
B、人民
C、主权
D、资源
正确答案：C
答案解析：中华人民共和国武装力量的规模应当与保卫国家主权、安全、发展利益的需要相适应。",A. 领土,B. 人民,C. 主权,D. 资源 正确答案：C 答案解析：中华人民共和国武装力量的规模应当与保卫国家主权、安全、发展利益的需要相适应。
655,1-单选1（国防法规）.docx,654. 中国人民解放军、中国人民武装警察部队依照法律规定实行（    ）制度。,单选,A,"654. 中国人民解放军、中国人民武装警察部队依照法律规定实行（    ）制度。
A、衔级
B、平级
C、等级
D、梯级
正确答案：A
答案解析：中国人民解放军、中国人民武装警察部队依照法律规定实行衔级制度。",A. 衔级,B. 平级,C. 等级,D. 梯级 正确答案：A 答案解析：中国人民解放军、中国人民武装警察部队依照法律规定实行衔级制度。
656,1-单选1（国防法规）.docx,655. 中国人民解放军、中国人民武装警察部队在规定岗位实行（   ）制度。,单选,D,"655. 中国人民解放军、中国人民武装警察部队在规定岗位实行（   ）制度。
A、公职人员
B、行政管理
C、军事管理
D、文职人员
正确答案：D
答案解析：中国人民解放军、中国人民武装警察部队在规定岗位实行文职人员制度。",A. 公职人员,B. 行政管理,C. 军事管理,D. 文职人员 正确答案：D 答案解析：中国人民解放军、中国人民武装警察部队在规定岗位实行文职人员制度。
657,1-单选1（国防法规）.docx,656. 中国人民解放军(   )、(   )是中国人民解放军的象征和标志。,单选,B,"656. 中国人民解放军(   )、(   )是中国人民解放军的象征和标志。
A、军旗、军装
B、军旗、军徽
C、军装、军帽
D、军帽、军徽
正确答案：B
答案解析：中国人民解放军军旗、军徽是中国人民解放军的象征和标志。",A. 军旗、军装,B. 军旗、军徽,C. 军装、军帽,D. 军帽、军徽 正确答案：B 答案解析：中国人民解放军军旗、军徽是中国人民解放军的象征和标志。
658,1-单选1（国防法规）.docx,657. 中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由（   ）规定。,单选,C,"657. 中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由（   ）规定。
A、中国共产党
B、国家主席
C、中央军事委员会
D、国务院
正确答案：C
答案解析：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。",A. 中国共产党,B. 国家主席,C. 中央军事委员会,D. 国务院 正确答案：C 答案解析：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。
659,1-单选1（国防法规）.docx,658. （   ）禁止任何组织或者个人非法建立武装组织，禁止非法武装活动，禁止冒充军人或者武装力量组织。,单选,A,"658. （   ）禁止任何组织或者个人非法建立武装组织，禁止非法武装活动，禁止冒充军人或者武装力量组织。
A、国家
B、中国共产党
C、中央军事委员会
D、政府
正确答案：A
答案解析：国家禁止任何组织或者个人非法建立武装组织，禁止非法武装活动，禁止冒充军人或者武装力量组织。",A. 国家,B. 中国共产党,C. 中央军事委员会,D. 政府 正确答案：A 答案解析：国家禁止任何组织或者个人非法建立武装组织，禁止非法武装活动，禁止冒充军人或者武装力量组织。
660,1-单选1（国防法规）.docx,659. 中华人民共和国的领陆、（   ）、领空神圣不可侵犯。,单选,C,"659. 中华人民共和国的领陆、（   ）、领空神圣不可侵犯。
A、领海
B、领地
C、领水
D、领土
正确答案：C
答案解析：中华人民共和国的领陆、领水、领空神圣不可侵犯。",A. 领海,B. 领地,C. 领水,D. 领土 正确答案：C 答案解析：中华人民共和国的领陆、领水、领空神圣不可侵犯。
661,1-单选1（国防法规）.docx,660. (  )统一领导边防、海防、空防和其他重大安全领域的防卫工作。,单选,D,"660. (  )统一领导边防、海防、空防和其他重大安全领域的防卫工作。
A、国家主席
B、中国共产党
C、国务院
D、中央军事委员会
正确答案：D
答案解析：中央军事委员会统一领导边防、海防、空防和其他重大安全领域的防卫工作。",A. 国家主席,B. 中国共产党,C. 国务院,D. 中央军事委员会 正确答案：D 答案解析：中央军事委员会统一领导边防、海防、空防和其他重大安全领域的防卫工作。
662,1-单选1（国防法规）.docx,661. 国防科技工业实行军民结合、平战结合、军品优先、（  ）、自主可控的方针。,单选,A,"661. 国防科技工业实行军民结合、平战结合、军品优先、（  ）、自主可控的方针。
A、创新驱动
B、科技第一
C、自由平等
D、人才强国
正确答案：A
答案解析：国防科技工业实行军民结合、平战结合、军品优先、创新驱动、自主可控的方针。",A. 创新驱动,B. 科技第一,C. 自由平等,D. 人才强国 正确答案：A 答案解析：国防科技工业实行军民结合、平战结合、军品优先、创新驱动、自主可控的方针。
663,1-单选1（国防法规）.docx,662. 国家依法实行（  ），保障武装力量所需武器装备和物资、工程、服务的采购供应。,单选,A,"662. 国家依法实行（  ），保障武装力量所需武器装备和物资、工程、服务的采购供应。
A、军事采购制度
B、武装采购制度
C、武器采购制度
D、装备采购制度
正确答案：A
答案解析：国家依法实行军事采购制度，保障武装力量所需武器装备和物资、工程、服务的采购供应。",A. 军事采购制度,B. 武装采购制度,C. 武器采购制度,D. 装备采购制度 正确答案：A 答案解析：国家依法实行军事采购制度，保障武装力量所需武器装备和物资、工程、服务的采购供应。
664,1-单选1（国防法规）.docx,663. 国家对国防科研生产实行统一领导和计划调控；注重发挥（    ）作用，推进国防科研生产和军事采购活动公平竞争。,单选,C,"663. 国家对国防科研生产实行统一领导和计划调控；注重发挥（    ）作用，推进国防科研生产和军事采购活动公平竞争。
A、党的领导
B、宏观调控
C、市场机制
D、创新驱动
正确答案：C
答案解析：国家对国防科研生产实行统一领导和计划调控；注重发挥市场机制作用，推进国防科研生产和军事采购活动公平竞争。",A. 党的领导,B. 宏观调控,C. 市场机制,D. 创新驱动 正确答案：C 答案解析：国家对国防科研生产实行统一领导和计划调控；注重发挥市场机制作用，推进国防科研生产和军事采购活动公平竞争。
665,1-单选1（国防法规）.docx,664. 国防经费的增长应当与国防需求和（  ）发展水平相适应。,单选,A,"664. 国防经费的增长应当与国防需求和（  ）发展水平相适应。
A、国民经济
B、国家经济
C、市场经济
D、科学技术
正确答案：A
答案解析：国防经费的增长应当与国防需求和国民经济发展水平相适应。",A. 国民经济,B. 国家经济,C. 市场经济,D. 科学技术 正确答案：A 答案解析：国防经费的增长应当与国防需求和国民经济发展水平相适应。
666,1-单选1（国防法规）.docx,665. 国防资产属于（  ）所有。,单选,B,"665. 国防资产属于（  ）所有。
A、中央军事委员会
B、国家
C、中国共产党
D、国务院
正确答案：B
答案解析：国防资产属于国家所有。",A. 中央军事委员会,B. 国家,C. 中国共产党,D. 国务院 正确答案：B 答案解析：国防资产属于国家所有。
667,1-单选1（国防法规）.docx,666. 普及和加强国防教育是（  ）的共同责任。,单选,D,"666. 普及和加强国防教育是（  ）的共同责任。
A、全世界
B、全体人民
C、全体军人
D、全社会
正确答案：D
答案解析：普及和加强国防教育是全社会的共同责任。",A. 全世界,B. 全体人民,C. 全体军人,D. 全社会 正确答案：D 答案解析：普及和加强国防教育是全社会的共同责任。
668,1-单选1（国防法规）.docx,667. 国防教育贯彻（  ）、长期坚持、讲求实效的方针。,单选,A,"667. 国防教育贯彻（  ）、长期坚持、讲求实效的方针。
A、全民参与
B、求同存异
C、创新驱动
D、自主可控
正确答案：A
答案解析：国防教育贯彻全民参与、长期坚持、讲求实效的方针。",A. 全民参与,B. 求同存异,C. 创新驱动,D. 自主可控 正确答案：A 答案解析：国防教育贯彻全民参与、长期坚持、讲求实效的方针。
669,1-单选1（国防法规）.docx,668. 下列哪一项不是国防教育实行的原则？（  ）,单选,D,"668. 下列哪一项不是国防教育实行的原则？（  ）
A、经常教育与集中教育相结合
B、普及教育与重点教育相结合
C、理论教育与行为教育相结合
D、分散教育与集中教育相结合
正确答案：D
答案解析：国防教育实行经常教育与集中教育相结合、普及教育与重点教育相结合、理论教育与行为教育相结合的原则。",A. 经常教育与集中教育相结合,B. 普及教育与重点教育相结合,C. 理论教育与行为教育相结合,D. 分散教育与集中教育相结合 正确答案：D 答案解析：国防教育实行经常教育与集中教育相结合、普及教育与重点教育相结合、理论教育与行为教育相结合的原则。
